단계	HTTP	경로	구 위치(파일:라인)	신 위치(파일:라인)	판정
P4	PATCH	/api/v1/event-scheduler/update/targets	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:40	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/eventScheduler/controller/EventSchedulerController.java:54	이식완료
P4	POST	/api/v1/event-scheduler/add/targets	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:56	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/eventScheduler/controller/EventSchedulerController.java:70	이식완료
P4	DELETE	/api/v1/event-scheduler/delete/targets	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:72	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/eventScheduler/controller/EventSchedulerController.java:86	이식완료
P4	POST	/api/v1/event-scheduler/register/task	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:88	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/eventScheduler/controller/EventSchedulerController.java:102	이식완료
P4	PATCH	/api/v1/event-scheduler/update/task	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:105	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/eventScheduler/controller/EventSchedulerController.java:118	이식완료
P4	DELETE	/api/v1/event-scheduler/delete/task	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:122	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/eventScheduler/controller/EventSchedulerController.java:134	이식완료
P4	POST	/api/v1/event-scheduler/schedule/task	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:139	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/eventScheduler/controller/EventSchedulerController.java:150	이식완료
P4	GET	/internal/admin/web/stores/{storeId}/organization-team	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:31	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalAdminWebController.java:38	이식완료
P4	GET	/internal/admin/web/teams/{teamId}/message-templates	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:38	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalAdminWebController.java:43	이식완료
P4	POST	/internal/admin/web/review-boost/team-message-templates	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:45	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalAdminWebController.java:49	이식완료
P4	POST	/internal/admin/web/review-boost/request-settings/statuses	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:52	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalAdminWebController.java:54	이식완료
P4	POST	/internal/admin/web/review-boost/stores/{storeId}/hospital-message-template	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:60	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalAdminWebController.java:62	이식완료
P4	POST	/internal/crawling/review-boost/stores/{storeId}/messages	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalCrawlingReviewBoostController.kt:22	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalCrawlingReviewBoostController.java:25	이식완료
P4	PUT	/internal/product/review-boost/stores/{storeId}/request-setting	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalProductReviewBoostController.kt:15	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalProductReviewBoostController.java:18	이식완료
P4	POST	/internal/reviewed/hospital/store/register	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:29	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalReviewedHospitalController.java:35	이식완료
P4	GET	/internal/reviewed/customers	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:34	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalReviewedHospitalController.java:44	이식완료
P4	GET	/internal/reviewed/auth-bypass/stores	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:39	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalReviewedHospitalController.java:50	이식완료
P4	GET	/internal/reviewed/auth-bypass/app-users	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:46	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalReviewedHospitalController.java:55	이식완료
P4	POST	/internal/reviewed/auth-bypass	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:53	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalReviewedHospitalController.java:60	이식완료
P4	POST	/internal/reviewed/review-boost/google-place/statuses	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:60	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalReviewedHospitalController.java:66	이식완료
P4	POST	/internal/reviewed/review-boost/google-place	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalReviewedHospitalController.kt:67	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/apis/internal/controller/InternalReviewedHospitalController.java:72	이식완료
P4	POST	/api/v1/kafka/review	module-core/core-api/src/main/kotlin/legalcare/medilawyer/kafka/controller/KafkaController.kt:26	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/client/kafka/controller/KafkaController.java:31	이식완료
P4	POST	/api/v1/kafka/add/thread/crawling/data	module-core/core-api/src/main/kotlin/legalcare/medilawyer/kafka/controller/KafkaController.kt:38	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/client/kafka/controller/KafkaController.java:42	이식완료
P4	POST	/api/v1/kafka/notice/crawl/thread/completion	module-core/core-api/src/main/kotlin/legalcare/medilawyer/kafka/controller/KafkaController.kt:50	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/client/kafka/controller/KafkaController.java:56	이식완료
P4	GET	/api/v1/ml/capture-image	module-client/core-client/src/main/kotlin/legalcare/medilawyer/client/ml/controller/MlController.kt:22	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/client/ml/controller/MlController.java:26	이식완료
P4	POST	/api/v1/schedule	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:20	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/schedule/controller/ScheduledController.java:30	이식완료
P4	GET	/api/v1/schedule/status	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:36	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/schedule/controller/ScheduledController.java:43	이식완료
P4	POST	/api/v1/schedule/status	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:61	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/schedule/controller/ScheduledController.java:65	이식완료
P4	POST	/api/v1/schedule/alimtalk/new-negative-post	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:79	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/schedule/controller/ScheduledController.java:81	이식완료
P4	POST	/api/v1/schedule/alimtalk/new-positive-post	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:95	apps/booster-app/modules/legacy/src/main/java/legalcare/medilawyer/legacy/schedule/controller/ScheduledController.java:95	이식완료
선행(리뷰부스터 v2 이관)	POST	/api/v2/boost1/organizations/{organizationId}/teams/{teamId}/messages	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/reviewBoost/v2/controller/ReviewBoostV2Controller.kt:22	apps/booster-app/modules/notification/src/main/java/legalcare/medilawyer/notification/reviewboost/controller/ReviewBoostV2Controller.java:35	이식완료
